,label
7765,ship
7766,frog
7767,bird
7768,horse
7769,frog
7770,frog
7771,ship
7772,frog
7773,frog
7774,bird
7775,ship
7776,frog
7777,dog
7778,automobile
7779,frog
7780,frog
7781,automobile
7782,truck
7783,truck
7784,ship
7785,ship
7786,ship
7787,truck
7788,automobile
7789,automobile
7790,dog
7791,truck
7792,ship
7793,ship
7794,ship
7795,ship
7796,dog
7797,truck
7798,truck
7799,truck
7800,dog
7801,deer
7802,ship
7803,truck
7804,dog
7805,horse
7806,automobile
7807,frog
7808,frog
7809,frog
7810,horse
7811,ship
7812,frog
7813,deer
7814,dog
7815,dog
7816,dog
7817,horse
7818,truck
7819,cat
7820,frog
7821,dog
7822,frog
7823,horse
7824,bird
7825,frog
7826,frog
7827,frog
7828,frog
7829,dog
7830,truck
7831,bird
7832,truck
7833,automobile
7834,frog
7835,frog
7836,truck
7837,ship
7838,dog
7839,ship
7840,ship
7841,frog
7842,frog
7843,ship
7844,dog
7845,dog
7846,frog
7847,frog
7848,frog
7849,frog
7850,frog
7851,frog
7852,frog
7853,ship
7854,frog
7855,frog
7856,frog
7857,frog
7858,frog
7859,horse
7860,ship
7861,frog
7862,frog
7863,truck
7864,horse
7865,dog
7866,dog
7867,dog
7868,horse
7869,deer
7870,deer
7871,horse
7872,horse
7873,horse
7874,dog
7875,frog
7876,truck
7877,automobile
7878,horse
7879,dog
7880,frog
7881,frog
7882,dog
7883,frog
7884,frog
7885,automobile
7886,dog
7887,frog
7888,frog
7889,frog
7890,frog
7891,frog
7892,truck
7893,automobile
7894,frog
7895,deer
7896,automobile
7897,automobile
7898,deer
7899,dog
7900,frog
7901,frog
7902,frog
7903,truck
7904,truck
7905,truck
7906,truck
7907,frog
7908,frog
7909,frog
7910,cat
7911,horse
7912,dog
7913,truck
7914,frog
7915,ship
7916,automobile
7917,frog
7918,ship
7919,frog
7920,frog
7921,frog
7922,frog
7923,dog
7924,automobile
7925,truck
7926,truck
7927,truck
7928,bird
7929,frog
7930,deer
7931,deer
7932,deer
7933,automobile
7934,dog
7935,dog
7936,horse
7937,ship
7938,ship
7939,frog
7940,ship
7941,truck
7942,bird
7943,truck
7944,ship
7945,truck
7946,horse
7947,frog
7948,ship
7949,ship
7950,horse
7951,frog
7952,automobile
7953,dog
7954,ship
7955,ship
7956,ship
7957,ship
7958,frog
7959,bird
7960,automobile
7961,truck
7962,frog
7963,frog
7964,frog
7965,frog
7966,frog
7967,truck
7968,truck
7969,frog
7970,ship
7971,truck
7972,truck
7973,truck
7974,truck
7975,truck
7976,frog
7977,truck
7978,horse
7979,dog
7980,frog
7981,truck
7982,dog
7983,dog
7984,automobile
7985,frog
7986,dog
7987,dog
7988,dog
7989,automobile
7990,truck
7991,ship
7992,ship
7993,frog
7994,frog
7995,frog
7996,ship
7997,frog
7998,horse
7999,frog
8000,frog
8001,frog
8002,automobile
8003,frog
8004,truck
8005,frog
8006,frog
8007,truck
8008,truck
8009,truck
8010,bird
8011,bird
8012,cat
8013,truck
8014,horse
8015,automobile
8016,cat
8017,dog
8018,bird
8019,bird
8020,truck
8021,truck
8022,horse
8023,automobile
8024,ship
8025,frog
8026,frog
8027,ship
8028,truck
8029,truck
8030,truck
8031,dog
8032,frog
8033,dog
8034,dog
8035,frog
8036,truck
8037,dog
8038,cat
8039,horse
8040,dog
8041,dog
8042,cat
8043,ship
8044,ship
8045,dog
8046,dog
8047,dog
8048,dog
8049,ship
8050,frog
8051,frog
8052,frog
8053,frog
8054,automobile
8055,frog
8056,frog
8057,frog
8058,frog
8059,frog
8060,frog
8061,frog
8062,ship
8063,ship
8064,ship
8065,horse
8066,automobile
8067,deer
8068,ship
8069,ship
8070,ship
8071,truck
8072,truck
8073,truck
8074,frog
8075,dog
8076,truck
8077,automobile
8078,horse
8079,horse
8080,horse
8081,horse
8082,frog
8083,frog
8084,frog
8085,frog
8086,ship
8087,ship
8088,deer
8089,frog
8090,frog
8091,automobile
8092,frog
8093,bird
8094,automobile
8095,truck
8096,frog
8097,frog
8098,frog
8099,truck
8100,automobile
8101,dog
8102,horse
8103,horse
8104,horse
8105,dog
8106,dog
8107,dog
8108,dog
8109,dog
8110,dog
8111,automobile
8112,ship
8113,frog
8114,dog
8115,dog
8116,dog
8117,dog
8118,horse
8119,frog
8120,automobile
8121,truck
8122,horse
8123,frog
8124,frog
8125,frog
8126,truck
8127,truck
8128,automobile
8129,dog
8130,truck
8131,automobile
8132,automobile
8133,automobile
8134,automobile
8135,automobile
8136,automobile
8137,automobile
8138,frog
8139,truck
8140,horse
8141,dog
8142,truck
8143,truck
8144,truck
8145,frog
8146,automobile
8147,automobile
8148,automobile
8149,horse
8150,horse
8151,automobile
8152,frog
8153,horse
8154,ship
8155,truck
8156,frog
8157,deer
8158,deer
8159,truck
8160,truck
8161,automobile
8162,frog
8163,ship
8164,dog
8165,dog
8166,bird
8167,bird
8168,truck
8169,ship
8170,truck
8171,bird
8172,frog
8173,deer
8174,deer
8175,frog
8176,truck
8177,frog
8178,dog
8179,frog
8180,ship
8181,automobile
8182,frog
8183,dog
8184,frog
8185,deer
8186,ship
8187,automobile
8188,horse
8189,ship
8190,bird
8191,ship
8192,automobile
8193,frog
8194,frog
8195,frog
8196,frog
8197,frog
8198,truck
8199,horse
8200,frog
8201,ship
8202,frog
8203,frog
8204,dog
8205,ship
8206,automobile
8207,frog
8208,frog
8209,automobile
8210,ship
8211,ship
8212,ship
8213,dog
8214,truck
8215,frog
8216,dog
8217,frog
8218,ship
8219,ship
8220,ship
8221,horse
8222,truck
8223,ship
8224,dog
8225,dog
8226,truck
8227,automobile
8228,automobile
8229,frog
8230,truck
8231,dog
8232,dog
8233,dog
8234,frog
8235,frog
8236,ship
8237,ship
8238,frog
8239,truck
8240,truck
8241,ship
8242,truck
8243,deer
8244,deer
8245,automobile
8246,frog
8247,frog
8248,dog
8249,ship
8250,deer
8251,ship
8252,deer
8253,dog
8254,frog
8255,frog
8256,frog
8257,frog
8258,frog
8259,frog
8260,frog
8261,frog
8262,frog
8263,dog
8264,dog
8265,dog
8266,frog
8267,dog
8268,ship
8269,ship
8270,frog
8271,frog
8272,ship
8273,ship
8274,ship
8275,deer
8276,deer
8277,deer
8278,ship
8279,truck
8280,dog
8281,dog
8282,frog
8283,dog
8284,dog
8285,frog
8286,automobile
8287,frog
8288,frog
8289,dog
8290,dog
8291,truck
8292,automobile
8293,automobile
8294,frog
8295,dog
8296,dog
8297,dog
8298,dog
8299,truck
8300,horse
8301,horse
8302,dog
8303,dog
8304,dog
8305,bird
8306,ship
8307,frog
8308,horse
8309,truck
8310,frog
8311,truck
8312,horse
8313,horse
8314,horse
8315,horse
8316,horse
8317,horse
8318,truck
8319,truck
8320,horse
8321,frog
8322,frog
8323,frog
8324,frog
8325,frog
8326,frog
8327,frog
8328,frog
8329,frog
8330,truck
8331,frog
8332,truck
8333,truck
8334,truck
8335,dog
8336,dog
8337,dog
8338,ship
8339,frog
8340,truck
8341,truck
8342,frog
8343,frog
8344,deer
8345,deer
8346,deer
8347,ship
8348,dog
8349,horse
8350,horse
8351,horse
8352,horse
8353,frog
8354,dog
8355,frog
8356,horse
8357,frog
8358,deer
8359,truck
8360,truck
8361,truck
8362,frog
8363,frog
8364,frog
8365,frog
8366,frog
8367,frog
8368,frog
8369,automobile
8370,bird
8371,dog
8372,automobile
8373,automobile
8374,ship
8375,frog
8376,automobile
8377,frog
8378,frog
8379,frog
8380,frog
8381,dog
8382,dog
8383,frog
8384,truck
8385,truck
8386,truck
8387,truck
8388,ship
8389,truck
8390,horse
8391,frog
8392,frog
8393,truck
8394,frog
8395,truck
8396,truck
8397,dog
8398,dog
8399,frog
8400,automobile
8401,automobile
8402,frog
8403,frog
8404,horse
8405,dog
8406,dog
8407,truck
8408,dog
8409,frog
8410,truck
8411,frog
8412,dog
8413,cat
8414,frog
8415,ship
8416,horse
8417,frog
8418,deer
8419,dog
8420,ship
8421,dog
8422,deer
8423,ship
8424,ship
8425,ship
8426,ship
8427,frog
8428,frog
8429,truck
8430,truck
8431,truck
8432,frog
8433,frog
8434,horse
8435,dog
8436,automobile
8437,frog
8438,frog
8439,frog
8440,frog
8441,horse
8442,truck
8443,frog
8444,truck
8445,truck
8446,truck
8447,horse
8448,deer
8449,dog
8450,deer
8451,automobile
8452,automobile
8453,deer
8454,deer
8455,automobile
8456,automobile
8457,deer
8458,automobile
8459,deer
8460,deer
8461,frog
8462,horse
8463,frog
8464,dog
8465,dog
8466,dog
8467,dog
8468,dog
8469,ship
8470,frog
8471,frog
8472,frog
8473,frog
8474,ship
8475,ship
8476,frog
8477,frog
8478,frog
8479,bird
8480,truck
8481,truck
8482,bird
8483,horse
8484,truck
8485,automobile
8486,dog
8487,frog
8488,frog
8489,ship
8490,truck
8491,dog
8492,dog
8493,frog
8494,horse
8495,horse
8496,horse
8497,frog
8498,ship
8499,truck
8500,truck
8501,truck
8502,truck
8503,horse
8504,deer
8505,truck
8506,truck
8507,truck
8508,ship
8509,frog
8510,dog
8511,horse
8512,dog
8513,ship
8514,dog
8515,dog
8516,dog
8517,dog
8518,truck
8519,truck
8520,ship
8521,truck
8522,horse
8523,automobile
8524,deer
8525,deer
8526,truck
8527,ship
8528,frog
8529,frog
8530,truck
8531,truck
8532,truck
8533,automobile
8534,ship
8535,frog
8536,frog
8537,automobile
8538,dog
8539,truck
8540,truck
8541,automobile
8542,automobile
8543,automobile
8544,automobile
8545,frog
8546,truck
8547,frog
8548,deer
8549,frog
8550,frog
8551,automobile
8552,frog
8553,frog
8554,frog
8555,deer
8556,deer
8557,automobile
8558,dog
8559,ship
8560,ship
8561,truck
8562,frog
8563,frog
8564,deer
8565,frog
8566,truck
8567,deer
8568,truck
8569,automobile
8570,frog
8571,automobile
8572,frog
8573,frog
8574,bird
8575,frog
8576,ship
8577,frog
8578,frog
8579,truck
8580,ship
8581,ship
8582,automobile
8583,automobile
8584,horse
8585,frog
8586,horse
8587,deer
8588,truck
8589,ship
8590,ship
8591,dog
8592,dog
8593,dog
8594,deer
8595,dog
8596,dog
8597,frog
8598,automobile
8599,ship
8600,horse
8601,frog
8602,dog
8603,dog
8604,frog
8605,truck
8606,deer
8607,cat
8608,frog
8609,cat
8610,horse
8611,dog
8612,dog
8613,dog
8614,truck
8615,truck
8616,frog
8617,frog
8618,frog
8619,truck
8620,automobile
8621,truck
8622,dog
8623,dog
8624,dog
8625,deer
8626,automobile
8627,automobile
8628,deer
8629,frog
8630,frog
8631,frog
8632,deer
8633,horse
8634,frog
8635,frog
8636,frog
8637,ship
8638,frog
8639,deer
8640,frog
8641,dog
8642,frog
8643,truck
8644,dog
8645,truck
8646,truck
8647,truck
8648,horse
8649,truck
8650,truck
8651,truck
8652,dog
8653,dog
8654,horse
8655,ship
8656,ship
8657,bird
8658,frog
8659,frog
8660,horse
8661,horse
8662,horse
8663,dog
8664,dog
8665,truck
8666,truck
8667,bird
8668,truck
8669,truck
8670,automobile
8671,truck
8672,truck
8673,automobile
8674,automobile
8675,dog
8676,dog
8677,dog
8678,cat
8679,ship
8680,frog
8681,frog
8682,frog
8683,horse
8684,frog
8685,frog
8686,frog
8687,bird
8688,horse
8689,deer
8690,truck
8691,truck
8692,truck
8693,automobile
8694,dog
8695,dog
8696,dog
8697,automobile
8698,truck
8699,truck
8700,frog
8701,ship
8702,frog
8703,frog
8704,frog
8705,deer
8706,bird
8707,bird
8708,bird
8709,truck
8710,frog
8711,frog
8712,frog
8713,frog
8714,frog
8715,automobile
8716,automobile
8717,automobile
8718,ship
8719,truck
8720,frog
8721,dog
8722,dog
8723,frog
8724,frog
8725,deer
8726,truck
8727,horse
8728,truck
8729,automobile
8730,deer
8731,dog
8732,dog
8733,dog
8734,ship
8735,ship
8736,automobile
8737,deer
8738,frog
8739,frog
8740,deer
8741,frog
8742,ship
8743,ship
8744,horse
8745,frog
8746,frog
8747,frog
8748,frog
8749,frog
8750,frog
8751,frog
8752,deer
8753,truck
8754,truck
8755,truck
8756,horse
8757,dog
8758,frog
8759,truck
8760,truck
8761,truck
8762,frog
8763,truck
8764,truck
8765,dog
8766,cat
8767,dog
8768,frog
8769,bird
8770,truck
8771,truck
8772,truck
8773,frog
8774,truck
8775,truck
8776,dog
8777,dog
8778,ship
8779,frog
8780,truck
8781,truck
8782,frog
8783,frog
8784,truck
8785,frog
8786,ship
8787,ship
8788,ship
8789,ship
8790,ship
8791,dog
8792,horse
8793,horse
8794,frog
8795,dog
8796,dog
8797,truck
8798,bird
8799,frog
8800,frog
8801,frog
8802,frog
8803,frog
8804,dog
8805,dog
8806,frog
8807,frog
8808,frog
8809,truck
8810,truck
8811,ship
8812,truck
8813,truck
8814,frog
8815,truck
8816,deer
8817,horse
8818,frog
8819,truck
8820,truck
8821,truck
8822,automobile
8823,deer
8824,dog
8825,dog
8826,dog
8827,truck
8828,truck
8829,frog
8830,dog
8831,dog
8832,dog
8833,cat
8834,cat
8835,frog
8836,automobile
8837,dog
8838,automobile
8839,truck
8840,cat
8841,truck
8842,automobile
8843,ship
8844,deer
8845,cat
8846,dog
8847,truck
8848,dog
8849,deer
8850,deer
8851,deer
8852,frog
8853,frog
8854,horse
8855,ship
8856,ship
8857,frog
8858,frog
8859,deer
8860,dog
8861,frog
8862,frog
8863,frog
8864,frog
8865,frog
8866,cat
8867,cat
8868,cat
8869,ship
8870,frog
8871,frog
8872,frog
8873,frog
8874,frog
8875,frog
8876,automobile
8877,frog
8878,horse
8879,horse
8880,automobile
8881,automobile
8882,automobile
8883,dog
8884,truck
8885,truck
8886,truck
8887,truck
8888,frog
8889,truck
8890,automobile
8891,automobile
8892,frog
8893,dog
8894,dog
8895,dog
8896,frog
8897,truck
8898,truck
8899,ship
8900,automobile
8901,frog
8902,frog
8903,automobile
8904,frog
8905,ship
8906,horse
8907,deer
8908,horse
8909,truck
8910,frog
8911,horse
8912,truck
8913,frog
8914,bird
8915,bird
8916,bird
8917,deer
8918,dog
8919,deer
8920,deer
8921,automobile
8922,automobile
8923,frog
8924,cat
8925,deer
8926,deer
8927,ship
8928,horse
8929,dog
8930,deer
8931,deer
8932,frog
8933,frog
8934,truck
8935,truck
8936,truck
8937,truck
8938,frog
8939,truck
8940,truck
8941,ship
8942,ship
8943,frog
8944,horse
8945,frog
8946,truck
8947,horse
8948,dog
8949,frog
8950,frog
8951,dog
8952,frog
8953,ship
8954,ship
8955,bird
8956,dog
8957,dog
8958,automobile
8959,dog
8960,automobile
8961,automobile
8962,automobile
8963,automobile
8964,automobile
8965,automobile
8966,automobile
8967,frog
8968,frog
8969,frog
8970,frog
8971,ship
8972,ship
8973,ship
8974,frog
8975,frog
8976,ship
8977,ship
8978,automobile
8979,dog
8980,frog
8981,deer
8982,frog
8983,frog
8984,deer
8985,horse
8986,ship
8987,ship
8988,ship
8989,frog
8990,frog
8991,truck
8992,frog
8993,automobile
8994,dog
8995,frog
8996,horse
8997,horse
8998,dog
8999,truck
9000,truck
9001,truck
9002,deer
9003,frog
9004,frog
9005,frog
9006,horse
9007,horse
9008,ship
9009,ship
9010,automobile
9011,automobile
9012,automobile
9013,horse
9014,frog
9015,truck
9016,truck
9017,truck
9018,truck
9019,horse
9020,frog
9021,dog
9022,frog
9023,automobile
9024,deer
9025,truck
9026,truck
9027,truck
9028,frog
9029,dog
9030,frog
9031,horse
9032,ship
9033,dog
9034,dog
9035,frog
9036,frog
9037,ship
9038,frog
9039,frog
9040,ship
9041,horse
9042,dog
9043,automobile
9044,frog
9045,bird
9046,bird
9047,frog
9048,frog
9049,frog
9050,dog
9051,frog
9052,frog
9053,frog
9054,frog
9055,automobile
9056,ship
9057,horse
9058,horse
9059,horse
9060,deer
9061,cat
9062,cat
9063,cat
9064,frog
9065,frog
9066,horse
9067,horse
9068,frog
9069,ship
9070,truck
9071,frog
9072,horse
9073,dog
9074,cat
9075,deer
9076,bird
9077,frog
9078,frog
9079,cat
9080,deer
9081,truck
9082,dog
9083,dog
9084,dog
9085,frog
9086,frog
9087,horse
9088,frog
9089,truck
9090,bird
9091,bird
9092,ship
9093,ship
9094,frog
9095,truck
9096,truck
9097,truck
9098,truck
9099,truck
9100,frog
9101,deer
9102,frog
9103,frog
9104,dog
9105,frog
9106,horse
9107,automobile
9108,frog
9109,truck
9110,dog
9111,ship
9112,frog
9113,dog
9114,frog
9115,frog
9116,ship
9117,cat
9118,cat
9119,automobile
9120,frog
9121,dog
9122,dog
9123,ship
9124,ship
9125,frog
9126,frog
9127,dog
9128,automobile
9129,automobile
9130,frog
9131,frog
9132,ship
9133,dog
9134,dog
9135,dog
9136,frog
9137,cat
9138,truck
9139,truck
9140,frog
9141,frog
9142,frog
9143,dog
9144,truck
9145,bird
9146,horse
9147,truck
9148,bird
9149,bird
9150,deer
9151,frog
9152,dog
9153,dog
9154,dog
9155,ship
9156,frog
9157,frog
9158,frog
9159,ship
9160,ship
9161,ship
9162,frog
9163,frog
9164,dog
9165,frog
9166,dog
9167,dog
9168,dog
9169,frog
9170,ship
9171,frog
9172,frog
9173,frog
9174,cat
9175,automobile
9176,frog
9177,frog
9178,frog
9179,dog
9180,truck
9181,automobile
9182,automobile
9183,dog
9184,frog
9185,frog
9186,frog
9187,frog
9188,ship
9189,frog
9190,truck
9191,horse
9192,dog
9193,ship
9194,ship
9195,horse
9196,automobile
9197,frog
9198,frog
9199,frog
9200,bird
9201,horse
9202,ship
9203,dog
9204,frog
9205,deer
9206,deer
9207,ship
9208,horse
9209,dog
9210,frog
9211,truck
9212,truck
9213,truck
9214,bird
9215,deer
9216,cat
9217,frog
9218,frog
9219,frog
9220,frog
9221,horse
9222,frog
9223,frog
9224,frog
9225,frog
9226,automobile
9227,frog
9228,frog
9229,bird
9230,truck
9231,ship
9232,dog
9233,truck
9234,truck
9235,frog
9236,horse
9237,ship
9238,frog
9239,frog
9240,truck
9241,frog
9242,automobile
9243,ship
9244,ship
9245,automobile
9246,frog
9247,frog
9248,truck
9249,frog
9250,frog
9251,frog
9252,truck
9253,frog
9254,horse
9255,automobile
9256,dog
9257,frog
9258,frog
9259,frog
9260,deer
9261,dog
9262,frog
9263,frog
9264,automobile
9265,ship
9266,truck
9267,ship
9268,ship
9269,deer
9270,truck
9271,truck
9272,truck
9273,truck
9274,deer
9275,frog
9276,dog
9277,frog
9278,dog
9279,frog
9280,frog
9281,frog
9282,horse
9283,horse
9284,horse
9285,deer
9286,truck
9287,frog
9288,frog
9289,frog
9290,frog
9291,bird
9292,bird
9293,bird
9294,truck
9295,horse
9296,deer
9297,deer
9298,truck
9299,frog
9300,frog
9301,frog
9302,frog
9303,truck
9304,frog
9305,frog
9306,dog
9307,dog
9308,dog
9309,dog
9310,truck
9311,truck
9312,truck
9313,dog
9314,bird
9315,truck
9316,frog
9317,frog
9318,horse
9319,frog
9320,frog
9321,horse
9322,cat
9323,ship
9324,frog
9325,frog
9326,frog
9327,frog
9328,automobile
9329,automobile
9330,frog
9331,frog
9332,frog
9333,frog
9334,dog
9335,dog
9336,dog
9337,truck
9338,dog
9339,frog
9340,frog
9341,truck
9342,truck
9343,frog
9344,cat
9345,ship
9346,frog
9347,frog
9348,horse
9349,frog
9350,automobile
9351,automobile
9352,automobile
9353,automobile
9354,frog
9355,dog
9356,dog
9357,dog
9358,horse
9359,truck
9360,automobile
9361,frog
9362,dog
9363,frog
9364,frog
9365,horse
9366,automobile
9367,automobile
9368,frog
9369,frog
9370,dog
9371,deer
9372,deer
9373,deer
9374,deer
9375,truck
9376,deer
9377,truck
9378,deer
9379,ship
9380,ship
9381,bird
9382,frog
9383,truck
9384,dog
9385,bird
9386,frog
9387,automobile
9388,truck
9389,dog
9390,frog
9391,ship
9392,deer
9393,truck
9394,truck
9395,deer
9396,cat
9397,automobile
9398,automobile
9399,bird
9400,automobile
9401,truck
9402,truck
9403,frog
9404,frog
9405,ship
9406,ship
9407,automobile
9408,dog
9409,horse
9410,deer
9411,cat
9412,truck
9413,truck
9414,truck
9415,frog
9416,ship
9417,ship
9418,frog
9419,horse
9420,frog
9421,deer
9422,frog
9423,automobile
9424,automobile
9425,truck
9426,frog
9427,truck
9428,ship
9429,cat
9430,frog
9431,frog
9432,dog
9433,ship
9434,dog
9435,truck
9436,truck
9437,dog
9438,frog
9439,deer
9440,frog
9441,bird
9442,truck
9443,truck
9444,truck
9445,horse
9446,dog
9447,truck
9448,automobile
9449,automobile
9450,automobile
9451,automobile
9452,dog
9453,truck
9454,frog
9455,frog
9456,automobile
9457,frog
9458,frog
9459,automobile
9460,truck
9461,horse
9462,horse
9463,automobile
9464,truck
9465,ship
9466,ship
9467,ship
9468,truck
9469,automobile
9470,dog
9471,dog
9472,truck
9473,horse
9474,dog
9475,ship
9476,ship
9477,frog
9478,dog
9479,truck
9480,frog
9481,ship
9482,frog
9483,frog
9484,dog
9485,automobile
9486,dog
9487,dog
9488,ship
9489,ship
9490,dog
9491,ship
9492,dog
9493,frog
9494,frog
9495,truck
9496,frog
9497,frog
9498,frog
9499,frog
9500,frog
9501,frog
9502,automobile
9503,ship
9504,frog
9505,frog
9506,horse
9507,dog
9508,frog
9509,automobile
9510,truck
9511,ship
9512,dog
9513,dog
9514,dog
9515,ship
9516,automobile
9517,deer
9518,horse
9519,automobile
9520,automobile
9521,automobile
9522,horse
9523,ship
9524,ship
9525,frog
9526,dog
9527,dog
9528,dog
9529,dog
9530,dog
9531,dog
9532,dog
9533,ship
9534,dog
9535,frog
9536,truck
9537,ship
9538,horse
9539,frog
9540,frog
9541,frog
9542,truck
9543,truck
9544,truck
9545,dog
9546,automobile
9547,automobile
9548,dog
9549,dog
9550,automobile
9551,bird
9552,bird
9553,frog
9554,deer
9555,truck
9556,dog
9557,dog
9558,ship
9559,frog
9560,frog
9561,frog
9562,automobile
9563,ship
9564,ship
9565,frog
9566,frog
9567,frog
9568,dog
9569,dog
9570,frog
9571,frog
9572,frog
9573,dog
9574,truck
9575,truck
9576,truck
9577,truck
9578,truck
9579,deer
9580,frog
9581,frog
9582,ship
9583,ship
9584,frog
9585,frog
9586,frog
9587,frog
9588,dog
9589,dog
9590,frog
9591,frog
9592,cat
9593,cat
9594,horse
9595,dog
9596,dog
9597,dog
9598,dog
9599,truck
9600,ship
9601,horse
9602,frog
9603,frog
9604,dog
9605,dog
9606,dog
9607,dog
9608,frog
9609,ship
9610,deer
9611,frog
9612,ship
9613,frog
9614,frog
9615,frog
9616,dog
9617,dog
9618,ship
9619,bird
9620,bird
9621,automobile
9622,automobile
9623,automobile
9624,dog
9625,dog
9626,dog
9627,frog
9628,truck
9629,deer
9630,frog
9631,bird
9632,bird
9633,bird
9634,bird
9635,dog
9636,frog
9637,dog
9638,frog
9639,frog
9640,frog
9641,horse
9642,frog
9643,frog
9644,horse
9645,horse
9646,dog
9647,truck
9648,frog
9649,frog
9650,frog
9651,bird
9652,ship
9653,truck
9654,truck
9655,ship
9656,dog
9657,deer
9658,deer
9659,deer
9660,deer
9661,frog
9662,frog
9663,truck
9664,ship
9665,ship
9666,bird
9667,ship
9668,ship
9669,ship
9670,dog
9671,deer
9672,frog
9673,deer
9674,horse
9675,horse
9676,horse
9677,automobile
9678,horse
9679,dog
9680,bird
9681,frog
9682,truck
9683,truck
9684,truck
9685,frog
9686,deer
9687,frog
9688,frog
9689,ship
9690,truck
9691,truck
9692,frog
9693,frog
9694,truck
9695,truck
9696,truck
9697,dog
9698,dog
9699,dog
9700,ship
9701,truck
9702,truck
9703,ship
9704,bird
9705,frog
9706,truck
9707,automobile
9708,truck
9709,ship
9710,frog
9711,dog
9712,horse
9713,frog
9714,ship
9715,ship
9716,truck
9717,deer
9718,deer
9719,ship
9720,horse
9721,frog
9722,frog
9723,frog
9724,ship
9725,ship
9726,deer
9727,automobile
9728,frog
9729,ship
9730,dog
9731,ship
9732,truck
9733,frog
9734,ship
9735,dog
9736,horse
9737,horse
9738,frog
9739,dog
9740,dog
9741,frog
9742,frog
9743,frog
9744,ship
9745,dog
9746,horse
9747,dog
9748,ship
9749,frog
9750,dog
9751,deer
9752,dog
9753,deer
9754,automobile
9755,automobile
9756,ship
9757,dog
9758,ship
9759,dog
9760,truck
9761,truck
9762,truck
9763,frog
9764,frog
9765,frog
9766,frog
9767,truck
9768,frog
9769,frog
9770,frog
9771,horse
9772,ship
9773,dog
9774,horse
9775,dog
9776,dog
9777,bird
9778,bird
9779,dog
9780,truck
9781,truck
9782,horse
9783,deer
9784,frog
9785,deer
9786,frog
9787,ship
9788,ship
9789,frog
9790,truck
9791,truck
9792,horse
9793,frog
9794,frog
9795,truck
9796,horse
9797,horse
9798,frog
9799,frog
9800,frog
9801,frog
9802,frog
9803,bird
9804,frog
9805,truck
9806,dog
9807,frog
9808,truck
9809,frog
9810,automobile
9811,automobile
9812,automobile
9813,automobile
9814,automobile
9815,horse
9816,ship
9817,frog
9818,automobile
9819,ship
9820,frog
9821,frog
9822,truck
9823,truck
9824,horse
9825,truck
9826,dog
9827,dog
9828,bird
9829,dog
9830,dog
9831,dog
9832,frog
9833,frog
9834,frog
9835,frog
9836,deer
9837,dog
9838,truck
9839,frog
9840,bird
9841,frog
9842,dog
9843,truck
9844,truck
9845,truck
9846,automobile
9847,frog
9848,frog
9849,frog
9850,frog
9851,frog
9852,frog
9853,dog
9854,horse
9855,horse
9856,horse
9857,horse
9858,dog
9859,frog
9860,frog
9861,frog
9862,frog
9863,horse
9864,truck
9865,frog
9866,cat
9867,ship
9868,ship
9869,dog
9870,truck
9871,frog
9872,dog
9873,frog
9874,frog
9875,frog
9876,automobile
9877,automobile
9878,horse
9879,automobile
9880,bird
9881,truck
9882,truck
9883,truck
9884,frog
9885,automobile
9886,ship
9887,truck
9888,truck
9889,dog
9890,truck
9891,truck
9892,ship
9893,horse
9894,truck
9895,truck
9896,truck
9897,bird
9898,dog
9899,frog
9900,automobile
9901,frog
9902,dog
9903,ship
9904,dog
9905,dog
9906,truck
9907,horse
9908,truck
9909,horse
9910,horse
9911,horse
9912,truck
9913,automobile
9914,dog
9915,frog
9916,frog
9917,frog
9918,frog
9919,deer
9920,automobile
9921,automobile
9922,automobile
9923,automobile
9924,automobile
9925,horse
9926,horse
9927,deer
9928,truck
9929,frog
9930,dog
9931,horse
9932,horse
9933,automobile
9934,frog
9935,frog
9936,bird
9937,truck
9938,ship
9939,ship
9940,deer
9941,deer
9942,frog
9943,frog
9944,frog
9945,frog
9946,truck
9947,horse
9948,horse
9949,horse
9950,horse
9951,frog
9952,frog
9953,horse
9954,bird
9955,dog
9956,truck
9957,horse
9958,horse
9959,horse
9960,automobile
9961,automobile
9962,truck
9963,frog
9964,frog
9965,frog
9966,horse
9967,dog
9968,dog
9969,horse
9970,frog
9971,truck
9972,truck
9973,ship
9974,ship
9975,frog
9976,ship
9977,frog
9978,frog
9979,frog
9980,frog
9981,frog
9982,frog
9983,truck
9984,truck
9985,truck
9986,truck
9987,bird
9988,bird
9989,truck
9990,truck
9991,automobile
9992,frog
9993,automobile
9994,automobile
9995,dog
9996,frog
9997,frog
9998,truck
9999,horse
10000,dog
10001,deer
10002,frog
10003,automobile
10004,cat
10005,dog
10006,frog
10007,deer
10008,horse
10009,horse
10010,horse
10011,horse
10012,horse
10013,frog
10014,ship
10015,dog
10016,frog
10017,ship
10018,ship
10019,ship
10020,dog
10021,dog
10022,dog
10023,dog
10024,frog
10025,ship
10026,frog
10027,truck
10028,truck
10029,frog
10030,frog
10031,automobile
10032,automobile
10033,automobile
10034,automobile
10035,frog
10036,frog
10037,dog
10038,dog
10039,truck
10040,frog
10041,truck
10042,bird
10043,ship
10044,ship
10045,bird
10046,bird
10047,dog
10048,dog
10049,frog
10050,truck
10051,frog
10052,frog
10053,horse
10054,cat
10055,frog
10056,frog
10057,automobile
10058,frog
10059,frog
10060,frog
10061,frog
10062,frog
